date,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.l,percent4.l,
12,mp,LHL,NA,25,spipyr,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHL,NA,31,loninv,3,100,1,3,50,1,50,NA,NA,8,NA,NA,NA,
12,sm,LHL,3b,31,riblac,1,100,2,1,60,0,40,NA,NA,24,NA,NA,NA,
12,sm,LHL,9,31,riblac,0,100,1,1,20,0,80,NA,NA,NA,NA,NA,NA,
12,sm,LHL,NA,31,shecan,3,100,2,7,10,3,70,1,20,NA,NA,NA,NA,
13,mp,LHH,A,2,loninv,3,,2,1,100,,,,,7,,,,
13,mp,LHH,4,2,menfer,1,,14,0,100,,,,,,,,,
13,mp,LHH,Feg,2,poptre,0,,2,0,100,,,,,18,,,,
13,mp,LHH,tml,2,spibet,0,,1,7,40,3,25,0,35,,,,,
13,sm,LHH,7,2,loninv,3,,1,9,15,7,30,3,5,13,,,,
13,sm,LHH, A,2,popbal,0,,1,0,100,,,,,,,,,
13,sm,LHH, 3B,2,riblac,3,,2,3,100,,,,,,,,,
13,sm,LHH,13,2,shecan,3,,3,1,80,0,20,,,,,,,
13,mp,LHH,10,3,amealn,9,25,4,3,5,1,50,0,45,,,7,75,
13,mp,LHH,6,3,popbal,0,,1,0,100,,,,,,,,,
13,mp,LHH,5,3,poptre,0,,3,0,100,,,,,4,,,,
13,mp,LHH,13,3,sorsco,3,50,2,0,100,,,,,,,1,50,
13,mp,LHH,1,4,corsto,3,,1,3,100,,,,,6,,,,
13,mp,LHH,9,4,shecan,7,50,2,3,70,1,20,0,10,,60,3,50,
13,mp,LHH,10,4,shecan,3,,1,3,60,1,20,0,20,,60,,,
13,mp,LHH,A eg,4,symalb,,,,1,20,,,,,,,,,
13,sm,LHH,1,4,menfer,1,80,16,0,100,,,,,,,0,20,
13,sm,LHH,8,4,popbal,0,,1,0,100,,,,,,,,,
13,sm,LHH,straight,4,spibe,0,,1,3,50,1,30,0,20,,,,,
13,sm,LHH,,4,spibe,10,50,4,7,10,3,25,0,55,18,,3,50,
13,mp,LHH,1,5,alnvir,1,,3,1,20,0,80,,,8,,,,
13,mp,LHH,A,5,loninv,3,,1,1,100,,,,,2,,,,
13,mp,LHH,14,5,sorsco,0,,2,0,100,,,,,,,,,
13,mp,LHH,2,5,spipyr,0,,1,0,100,,,,,,,,,
13,sm,LHH,6,5,bepap,1,,2,1,100,,,,,5,,,,
13,sm,LHH,5,5,loninv,3,,8,3,10,1,60,0,30,33,,,,
13,sm,LHH, A36,5,spibe,3,,5,3,40,1,25,0,35,,,,,
13,sm,LHH,2,5,vibedu,7,45,7,9,5,7,5,3,80,16,,3,55,
13,mp,LHH,10,6,corsto,7,,1,7,100,,,,,,,,,
13,mp,LHH,10,6,loninv,7,33,3,7,5,1,95,,,15,,3,66,
13,mp,LHH,8,6,riblac,3,,5,7,5,3,70,1,20,,,,,
13,mp,LHH,sg,6,rubpar,1,,2,0,100,,,,,,,,,
13,sm,LHH,2,6,alnvir,0,,1,0,100,,,,,9,,,,
13,sm,LHH, cl,6,symalb,,,,0,100,,,,,,,,,
13,sm,LHH,11,6,sorsco,3,,1,0,100,,,,,,,,,
13,sm,LHH,8,6,vacmem,1,10,,0,100,,,,,,,,,
13,mp,LHH,2,7,riblac,7,10,8,3,80,1,10,0,10,,,3,90,
13,mp,LHH,sg,7,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LHH,wjt,7,spipyr,3,,1,3,25,1,15,0,60,12,,,,
13,mp,LHH,11,7,vibedu,3,,1,0,100,,,,,10,,,,
13,sm,LHH,8,7,corso,1,,2,1,65,45,,,,,,,,
13,sm,LHH, A branchef,7,corso,7,,1,7,5,3,15,1,80,12,,,,
13,sm,LHH,8,7,popbal,0,,1,0,100,,,,,,,,,
13,sm,LHH,3,7,riblac,0,,1,0,100,,,,,14,,,,
13,sm,LHH,,11,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LHH,,11,spipyr,1,,1,0,100,,,,,10,,,,
13,sm,LHH, oc21,11,vacmem,1,,,0,100,,,,,,,,,
13,mp,LHH,Feg,12,poptre,0,,2,0,100,,,,,18,,,,
13,mp,LHH,Bsf,12,riblac,3,,14,3,60,1,30,0,10,,,,,
13,mp,LHH,14,12,sorsco,0,,2,0,100,,,,,,,,,
13,mp,LHH,2,12,spipyr,0,,1,0,100,,,,,,,,,
13,sm,LHH,,12,corsto,7,,1,7,25,1,50,0,25,,,,,
13,sm,LHH,,12,loninv,3,80,6,3,10,3,40,0,50,23,,1,20,
13,sm,LHH,,12,poptre,0,,8,0,100,,,,,5,,,,
13,sm,LHH,,12,symalb,,,,1,70,0,30,,,,,,,
13,sm,LHH,10,14,acegla,3,,3,1,100,,,,,13,,,,
13,sm,LHH,4,14,alninc,NA,,1,1,100,,,,,4,,,,
13,sm,LHH,3,14,popbal,0,,1,0,100,,,,,,,,,
13,mp,LHH,8,16,corsto,9,,1,7,50,3,30,1,20,6,,,,
13,mp,LHH,3,16,rhoalb,1,,2,1,40,0,60,,13,,,,,
13,mp,LHH,8,16,riblac,3,,5,3,80,1,10,0,10,,,,,
13,mp,LHH,tml,16,spibet,1,,1,3,100,,,,,,,,,
13,sm,LHH,2,16,alninc,3,,3,3,35,1,20,0,45,,,,,
13,sm,LHH,10,16,alnvir,1,,2,1,55,0,45,,,7,,,,
13,sm,LHH,11,16,corso,15,,1,9,50,7,25,3,25,,,,,
13,sm,LHH, oc21,16,vacmem,7,20,,7,30,3,40,1,30,,,,,
13,mp,LHH,bLL,17,alninc,3,,1,1,100,,,,,6,,,,
13,mp,LHH,7,17,amealn,1,,7,0,100,,,,,,,,,
13,mp,LHH,14,17,sorsco,1,,1,3,25,0,75,,,,,,,
13,mp,LHH,10,17,vibedu,7,40,1,3,95,1,5,,,14,,,,
13,sm,LHH,8,17,popbal,0,,1,0,100,,,,,,,,,
13,sm,LHH,,17,spibe,1,,1,9,15,7,30,3,50,,,,,
13,sm,LHH,,17,symalb,,,,3,10,1,40,0,50,,,,,
13,sm,LHH,,17,sorsco,0,,2,0,100,,,,,,,,,
13,sm,LHH,3,17,vibedu,9,,2,10,15,7,30,3,40,,,,,
13,mp,LHH,4,21,acegla,1,,3,1,50,0,50,,,14,,,,
13,mp,LHH,7,21,menfer,1,,12,0,100,,,,,,,,,
13,mp,LHH,11,21,rhoalb,3,,2,1,30,0,70,,,18,,,,
13,mp,LHH,,21,spipyr,3,,1,7,50,3,50,,,,,,,
13,mp,LHH,5,24,poptre,1,,2,1,100,,,,,2,,,,
13,mp,LHH,13,24,sorsco,3,,1,0,100,,,,,,,,,
13,mp,LHH,9,24,symalb,,,,1,20,0,80,,,,,,,
13,mp,LHH,wjt,24,vacmem,1,20,,1,20,0,80,,,,,0,80,
13,sm,LHH,2,26,acegla,1,,1,1,50,0,50,,,,,,,
13,sm,LHH,9,26,acegla,3,,2,1,60,0,40,,,23,,,,
13,sm,LHH,11,26,loninv,3,,1,9,20,7,40,3,20,12,,,,
13,sm,LHH, D,26,popre,0,,6,0,100,,,,,46,,,,
13,sm,LHH,13,33,acegla,1,,4,0,100,,,,,,,,,
13,sm,LHH, b12,33,spipyr,1,,1,1,100,,,,,,,,,
13,sm,LHH,4,33,vibedu,9,,1,9,20,3,20,0,60,,,,,
13,sm,LHH,13,36,acegla,1,,1,1,75,0,25,,,,,,,
13,sm,LHH,11,36,sorsco,1,,1,0,100,,,,,,,,,
13,sm,LHH,11,36,vibedu,11,33,1,10,15,9,50,7,25,24,,7,66,
13,sm,LHH,2,36,vibedu,3,,3,3,100,,,,,13,,,,
13,sm,LHH, b,37,popre,0,,1,0,100,,,,,3,,,,
13,sm,LHH,,37,symalb,,,,1,50,0,50,,,,,,,
13,sm,LHH,,37,sorsco,7,33,3,,,,,,,,,0,66,
13,sm,LHH,3,37,vibedu,7,,1,11,30,10,30,3,15,7,,,,
13,sm,LHH,5,40,amealn,3,60,3,50,1,30,0,20,,23,,1,40,
13,sm,LHH,1,40,alninc,1,,2,0,100,,,,,8,,,,
13,sm,LHH, cl,40,symalb,,,,3,70,1,30,,,,,,,
13,sm,LHH,4,40,vibedu,11,,1,11,20,10,5,9,35,,,,,
13,sm,LHL,2,18,acegla,1,,4,1,30,0,70,,,10,,,,
13,sm,LHL,9,18,acegla,1,,3,1,60,0,40,,,12,,,,
13,sm,LHL,2,18,alninc,1,,2,0,100,,,,,9,,,,
13,sm,LHL,12,18,sorsco,7,50,2,0,100,,,,,,1,50,,
13,sm,LLH, D,2,riblac,1,,1,0,100,,,,,17,,,,
13,sm,LLH, A,2,shecan,3,,5,3,50,1,50,,,,60,,,
13,sm,LLH,,,sorsco,1,,1,9,25,7,25,1,25,,,,,
13,sm,LLH,,2,symalb,,,,1,50,0,50,,,,,,,
13,sm,LLH, oc21,2,vacmem,1,80,,0,100,,,,,,,0,20,
13,sm,LLH,10,3,alnvir,1,,4,1,65,0,35,,,,,,,
13,sm,LLH,6,3,loninv,3,25,4,3,50,1,50,,,,19,1,75,
13,sm,LLH, w/10,3,rubpar,1,,1,1,100,,,,,,,,,
13,sm,LLH, oc 21,3,vacmem,1,60,,0,100,,,,,,,0,40,
13,mp,LLH,3,3,acegla,1,,3,1,55,0,45,,,25,,,,
13,mp,LLH,5,3,alninc,1,,1,1,10,0,90,,,10,,,,
13,mp,LLH,9,3,rhoalb,3,,1,1,15,0,85,,,,,,,
13,mp,LLH,7,3,vibedu,3,,2,3,85,0,15,,,,,,,
13,mp,LLH,5,4,alninc,3,,1,3,60,1,30,0,10,7,,,,
13,mp,LLH,2,4,amealn,1,,1,1,75,0,25,,11,,,,,
13,mp,LLH,8,4,menfer,3,30,13,0,100,,,,,,,1,60,
13,mp,LLH,wjt,4,vacmem,3,30,,1,20,0,80,,,,,1,20,
13,sm,LLH, A,5,amealn,3,,1,0,100,,,,,11,,,,
13,sm,LLH, B,5,corso,7,,1,1,100,,,,,8,,,,
13,sm,LLH, cl,5,symalb,,,,1,100,,,,,,,,,
13,sm,LLH, B32,5,spipyr,1,,1,3,15,1,55,0,30,,,,,
13,sm,LLH,,5,sorsco,7,33,3,0,100,,,,,4,,1,33,
13,sm,LLH,7,5,shecan,3,100,2,3,60,1,40,,,,60,,,
13,mp,LLH,6,5,popbal,0,,1,0,100,,,,,,,,,
13,mp,LLH,tml,5,rubpar,0,,2,0,100,,,,,,,,,
13,mp,LLH,5,5,samrac,1,,2,1,100,,,,,,,,,
13,mp,LLH,2,5,spipyr,3,,1,3,100,,,,,3,,,,
13,mp,LLH,5,6,alninc,3,,1,3,30,1,30,0,40,,,,,
13,mp,LLH,3,6,alninc,3,,1,1,30,0,70,,,7,,,,
13,mp,LLH,10,6,popbal,0,,1,0,100,,,,,,,,,
13,mp,LLH,8,6,riblac,3,,3,7,20,3,50,1,25,,,,,
13,sm,LLH,11,7,acegla,1,,1,1,65,0,45,,,,,,,
13,sm,LLH,8,7,popbal,0,,1,0,100,,,,,,,,,
13,sm,LLH, cl,7,rubpar,1,,1,1,75,0,25,,,,,,,
13,,,,7,sorsco,1,,1,0,100,,,,,4,,,,
13,sm,LLH,15,8,acegla,3,,3,3,50,1,30,0,20,,,,,
13,sm,LLH,9,8,bepap,1,,2,1,85,0,15,,,,,,,
13,sm,LLH,11,8,loninv,3,,1,7,30,3,40,1,30,,,,,
13,sm,LLH,8,8,riblac,3,,17,3,50,1,30,0,20,,,,,
13,mp,LLH,4,8,alnvir,3,60,5,3,20,1,55,0,25,,,,,
13,mp,LLH,7,8,alnvir,1,,5,1,55,0,45,,,9,,,,
13,mp,LLH,tml,8,rubpar,1,,2,1,25,0,75,,,,,,,
13,mp,LLH,9,8,sorsco,3,66,3,3,20,0,80,,,,,1,33,
13,mp,LLH,4,9,samrac,3,,2,3,100,,,,,,,,,
13,mp,LLH,12,9,sorsco,1,,1,0,100,,,,,,,,,
13,mp,LLH,LL,9,symalb,,,,0,100,,,,,,,,,
13,mp,LLH,LL,9,vacmem,3,20,,1,10,0,90,,,,,,,
13,sm,LLH,11,10,acegla,1,,1,1,50,0,50,,,8,,,,
13,sm,LLH, C,10,popre,0,,3,0,100,,,,,20,,,,
13,sm,LLH, cl,10,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LLH, oc21/8,10,vacmem,0,,,0,100,,,,,,,,,
13,mp,LLH,8,11,amealn,3,,1,3,30,1,35,0,35,14,,,,
13,mp,LLH,5A,11,poptre,0,,1,0,100,,,,,10,,,,
13,mp,LLH,5,11,poptre,0,,2,0,100,,,,,6,,,,
13,mp,LLH,wjt,11,spipyr,0,,4,0,100,,,,,,,,,
13,sm,LLH, B,14,popre,1,,4,0,100,,,,,10,,,,
13,sm,LLH,9,14,riblac,0,,7,0,100,,,,,36,,,,
13,sm,LLH,,14,symalb,,,,0,100,,,,,,,,,
13,sm,LLH,,14,spibet,1,,1,1,100,,,,,2,,,,
13,mp,LLH,4,14,alninc,3,,1,60,0,40,,,,7,,,,
13,mp,LLH,8,14,shecan,1,,2,3,60,1,40,,,,,,,
13,mp,LLH,9,14,shecan,3,50,2,3,20,1,80,,,,60,1,50,
13,mp,LLH,7,14,vibedu,3,,3,3,40,1,60,,,12,,,,
13,sm,LLH, D,15,riblac,1,,1,0,100,,,,,18,,,,
13,sm,LLH,,15,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LLH,,15,symalb,,,,1,60,0,40,,,,,,,
13,sm,LLH, A,15,shecan,3,50,2,3,50,1,50,,,,,1,50,
13,sm,LLH, A,16,corsto,3,,1,9,10,3,40,1,50,,,,,
13,sm,LLH,13,16,menfer,1,,16,0,100,,,,,,,,,
13,sm,LLH,,16,symalb,,,,1,40,0,60,,,,,,,
13,sm,LLH, oc21,16,vacmem,1,20,,1,20,0,80,,,,,0,80,
13,sm,LLH,1,19,alninc,3,,1,,,,,,,8,,,,
13,sm,LLH,10,19,bepap,1,,2,1,80,0,20,,,8,,,,
13,sm,LLH,7,19,popre,0,,1,0,100,,,,,9,,,,
13,sm,LLH, B17,19,spipyr,1,,1,1,100,,,,,4,,,,
13,sm,LLH,5,20,amealn,3,,5,3,50,1,10,0,40,36,,,,
13,sm,LLH,6,20,alnvir,1,,3,1,35,0,65,,,11,,,,
13,sm,LLH,11,20,sorsco,1,50,2,0,100,,,,,6,,,,
13,mp,LLH,1,20,rhoalb,1,50,7,0,100,,,,,38,,,,
13,mp,LLH,3,20,rhoalb,1,,1,,,,,,,13,,,,
13,mp,LLH,8,20,samrac,1,,2,1,75,0,25,,,,,,,
13,mp,LLH,4,20,shecan,7,50,2,3,20,1,60,0,20,,,3,50,
13,mp,LLH,10,24,acegla,3,,3,1,80,0,20,,,15,,,,
13,mp,LLH,atml,24,loninv,3,,1,1,40,0,60,,,,,,,
13,mp,LLH,10,24,menfer,1,,16,0,100,,,,,,,,,
13,mp,LLH,A,24,vacmem,3,,,1,30,0,70,,,,,,,
13,sm,LLH,10,29,acegla,3,,2,1,20,0,80,,,18,,,,
13,sm,LLH,4,29,alninc,3,,1,1,30,0,70,,,6,,,,
13,sm,LLH, Cl,29,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LLH, spibe7_01,29,spibett,3,33,3,45,1,50,0,5,,,,1,66,
13,sm,LLH,8,35,popbal,0,,1,0,100,,,,,,,,,
13,sm,LLH,,35,symalb,,,,1,70,0,30,,,,,,,
13,sm,LLH,,35,spibett,0,,1,7,20,3,40,0,40,,,,,
13,sm,LLH, oc21,35,vacmem,1,,,1,30,0,70,,,,,,,
13,mp,LLH,9,38,acegla,3,,3,15,1,15,0,70,,13,,,,
13,mp,LLH,6,38,riblac,3,,6,3,90,0,10,,,27,,,,
13,mp,LLH,,38,spibett,7,,1,3,100,,,,,,,,,
13,mp,LLH,,38,spipyr,0,,1,0,100,,,,,14,,,,
13,sm,LLH,5,39,bepap,1,33,3,0,100,,,,,8,,0,66,
13,sm,LLH,9,39,loninv,3,,1,3,85,1,15,,,,,,,
13,sm,LLH,6,39,menfer,1,15,12,0,100,,,,,,,0,85,
13,sm,LLH,8,39,menfer,1,75,8,0,100,,,,,,,0,25,
13,mp,LLL,5,2,alninc,3,,1,1,50,0,50,,,6,,,,
13,mp,LLL,tml,2,spibett,1,,3,3,30,1,10,0,60,20,,,,
13,mp,LLL,tml,2,spibett,0,,1,0,100,,,,,,,,,
13,mp,LLL,4,2,vibedu,3,,1,3,100,,,,,7,,,,
13,sm,LLL,11,2,acegla,1,,1,1,50,0,50,,,4,,,,
13,sm,LLL,12,2,popbal,0,,1,0,100,,,,,,,,,
13,sm,LLL, cl,2,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LLL, b7,2,spipyr,1,,3,1,10,0,90,,,33,,,,
13,mp,LLL,2,3,alnvir,1,50,2,0,100,,,,,5,,,,
13,mp,LLL,tml,3,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,10,3,samrac,3,,2,3,100,,,,,,,,,
13,mp,LLL,11,3,shecan,1,,5,1,30,0,70,,,,,,,
13,sm,LLL,4,3,alninc,1,,1,1,100,,,,,8,,,,
13,sm,LLL,9,3,menfer,1,70,11,0,100,,,,,,,,,
13,sm,LLL, w/10,3,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,9,7,corsto,3,,1,7,10,1,60,0,30,,,,,
13,mp,LLL,2,7,popbal,0,,1,0,100,,,,,,,,,
13,mp,LLL,11,7,rhoalb,1,60,5,0,100,,,,6,,,,,
13,mp,LLL,wjt,7,vacmem,1,,,1,25,0,75,,,,,,,
13,mp,LLL,5,9,alninc,3,,3,1,60,0,40,,,9,,,,
13,mp,LLL,11,9,rhoalb,0,,1,0,100,,,,,9,,,,
13,mp,LLL,,9,riblac,3,,4,1,100,,,,,,,,,
13,mp,LLL,eg,9,spipyr,3,,1,3,100,,,,,,,,,
13,mp,LLL,6,10,popbal,0,,1,0,100,,,,,,,,,
13,mp,LLL,3,10,rhoalb,1,20,8,0,100,,,,,,,0,80,
13,mp,LLL,4,10,shecan,1,,4,1,100,,,,,,,,,
13,mp,LLL,9,11,corsto,7,,1,3,40,1,10,0,50,,,,,
13,mp,LLL,,11,loninv,3,,2,1,40,,,,,,,,,
13,mp,LLL,,11,rhoalb,1,,2,1,40,0,65,,,7,,,,
13,mp,LLL,,11,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,7,12,acegla,3,10,12,3,35,1,65,,,24,,1,90,
13,mp,LLL,4,12,loninv,3,,1,3,20,1,80,,,,,,,
13,mp,LLL,tml,12,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,11,12,samrac,1,,2,1,50,0,50,,,,,,,
13,sm,LLL, A,12,amealn,3,,2,3,70,1,10,0,20,,,,,
13,sm,LLL, c,12,corso,3,,1,1,100,,,,,6,,,,
13,sm,LLL,,12,sorsco,0,,1,0,100,,,,,,,,,
13,sm,LLL,,12,sorsco,1,,1,1,100,,,,,,,,,
13,mp,LLL,2,15,alnvir,1,,1,1,50,0,50,,,6,,,,
13,mp,LLL,10,15,corsto,7,,1,3,70,1,30,,,14,,,,
13,mp,LLL,8,15,loninv,3,,1,1,100,,,,,6,,,,
13,mp,LLL,2,15,spipyr,0,,1,0,100,,,,,,,,,
13,mp,LLL,ALL-A,16,menfer,1,60,6,0,100,,,,,,,,,
13,mp,LLL,ALL,16,menfer,1,,12,0,100,,,,,,,,,
13,mp,LLL,tml,16,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,,16,spibett,0,,1,0,100,,,,,,,,,
13,mp,LLL,1,17,amealn,1,,4,3,35,1,35,0,30,19,,,,
13,mp,LLL,6,17,corsto,7,,5,3,50,1,50,,,,,,,
13,mp,LLL,6,17,poptre,0,,1,0,100,,,,,12,,,,
13,mp,LLL,4,17,samrac,1,,2,1,25,0,75,,,,,,,
13,mp,LLL,10,19,corsto,3,,1,3,25,1,75,,,,,,,
13,mp,LLL,8,19,loninv,3,,1,1,100,,,,,6,,,,
13,mp,LLL,120,19,loninv,3,,1,1,100,,,,,,,,,
13,mp,LLL,11,19,shecan,1,,2,1,90,0,10,,,,,,,
13,sm,LLL,,20,acegla,3,,1,1,85,0,15,,,12,,,,
13,sm,LLL,,20,spibet,3,,1,3,50,1,50,,,4,,,,
13,sm,LLL,,20,spipyr,1,,1,1,80,0,20,,,,,,,
13,mp,LLL,sg,22,rubpar,0,,1,0,100,,,,,,,,,
13,mp,LLL,tml,22,spibett,1,,1,1,50,0,50,,,,,,,
13,mp,LLL,wjt,22,spipyr,1,,5,1,10,0,90,,,,,,,
13,mp,LLL,wjt,22,vacmem,3,40,1,25,0,75,,,,,,,,
13,sm,LLL,8,30,shecan,3,,3,3,40,1,20,0,40,,,,,
13,sm,LLL,10,30,shecan,3,,1,3,20,1,80,,,,,,,
13,sm,LLL,6,30,shecan,1,,1,1,40,0,60,,,,,,,
13,,,,30,sorsco,7,,1,1,50,0,50,,,,,,,
13,sm,LLL, b,30,vibedu,7,50,4,7,70,3,30,,,,,3,50,
13,sm,LLL,3,31,amealn,3,,3,3,50,0,50,10,,,,,,
13,sm,LLL,5,31,acegla,1,,2,1,40,0,60,,,,,,,
13,sm,LLL, A4,31,spibet,1,,2,3,75,0,25,,,,,,,
13,sm,LLL, A5,31,spibet,3,,1,3,100,,,,,,,,,
13,sm,LLL,3,34,riblac,0,,1,0,100,,,,,,,,,
13,sm,LLL,,34,rubpar,0,,1,0,100,,,,,,,,,
13,sm,LLL,A,34,spibet,3,,4,3,80,1,20,,,,,,,
13,sm,LLL,,34,spibet,3,75,4,3,80,1,10,0,10,,,,,
13,sm,LLL,10,34,shecan,0,,2,0,100,,,,,,,,,
13,sm,LLL,10,36,loninv,3,,3,3,45,1,45,0,10,16,,,,
13,sm,LLL,tape,36,spipyr,0,,1,3,50,0,50,,,,,,,1 is at 10 but underwater
13,sm,LLL,,36,spipyr,1,,1,3,40,1,60,,,,,,,
13,sm,LLL, oc21,36,vacmem,3,100,,1,20,0,80,,,,,,,
13,mp,LLL,2,39,alnvir,1,,2,1,75,0,25,,,,,,,
13,mp,LLL,8,39,riblac,7,10,7,3,10,1,80,0,10,,,,,
13,mp,LLL,8,39,riblac,1,,6,1,60,0,40,,,,,,,
13,mp,LLL,eg,39,symalb,,,,1,30,0,70,,,,,,,
13,sm,LLL,10,39,loninv,3,,7,3,40,1,50,0,10,25,,,,
13,sm,LLL,10,39,loninv,3,,8,3,45,1,50,0,5,23,,,,
13,sm,LLL,12,39,menfer,1,70,17,0,100,,,,,,,,,
13,sm,LLL,,39,symalb,,,,0,100,,,,,,,,,
13,sm,LLL, A,40,corso,1,,1,1,75,0,25,,,,,,,
13,sm,LLL,,40,symalb,,,,1,10,0,90,,,,,,,
13,sm,LLL,,40,spibet,0,,1,7,10,3,30,0,60,,,,,
13,sm,LLL,3,40,vibedu,3,,1,7,30,3,70,,,,,,,
13,mp,LLL,,1,acegla,1,,1,1,80,0,20,,,26,,,,
13,mp,LLL,,1,alninc,1,,1,1,60,0,40,,,7,,,,
13,mp,LLL,,1,corsto,1,,1,1,75,0,25,,,,,,,
13,mp,LLL,,1,spibet,0,,1,0,100,,,,,,,,,
13,sm,LHH,,30,rubpar,0,,2,0,100,,,,,,,,,
13,sm,LHH,,30,samrac,9,50,2,7,100,,,,,,,7,50,
13,sm,LHH,A-tape,30,symalb,,,,3,40,1,50,0,10,,,,,
13,sm,LHH,,30,symalb,,,,3,10,1,30,0,60,,,,,
13,sm,LLL,NA,27,corsto,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
13,sm,LLL,NA,27,spipyr,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
13,sm,LLL,NA,27,vibedu,3,100,3,7,100,NA,NA,NA,NA,4,NA,NA,NA,
13,sm,LLL,NA,9,amealn,3,100,1,3,65,1,10,0,25,9,NA,NA,NA,
13,sm,LLL,NA,9,menfer,1,50,20,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
13,sm,LLL,NA,9,sorsco,0,100,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,
13,sm,LLL,NA,9,vibedu,7,20,5,7,65,3,45,NA,NA,12,NA,3,80,
14,sm,LLL,NA,1,alninc,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,
14,sm,LLL,NA,1,poptre,0,100,1,0,100,NA,NA,NA,NA,10,NA,NA,NA,
14,sm,LLL,NA,1,vibedu,3,100,4,9,40,7,10,3,30,21,NA,NA,NA,
14,sm,LLL,NA,1,vacmem,3,80,NA,1,20,0,80,NA,NA,NA,NA,1,20,
14,sm,LLL,NA,9,amealn,3,100,1,3,65,1,10,0,25,9,NA,NA,NA,
14,sm,LLL,NA,9,menfer,1,50,20,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLL,NA,9,sorsco,0,100,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,
14,sm,LLL,NA,9,vibedu,7,60,5,7,60,3,45,0,5,12,NA,3,40,
14,sm,LLH,NA,22,riblac,0,100,,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLH,NA,22,spibet,7,50,8,7,10,3,25,0,65,16,NA,3,50,
14,sm,LLH,NA,22,vibedu,11,100,1,10,20,9,20,3,60,17,NA,NA,NA,
14,sm,LLH,NA,22,alninc,3,100,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLH,NA,13,alnvir,1,100,1,1,25,0,75,NA,NA,12,NA,NA,NA,
14,sm,LLH,straight,13,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLH,A,13,spibet,7,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLH,B,13,spibet,7,100,5,10,5,9,5,7,15,26,NA,NA,NA,
14,sm,LLH,NA,4,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
14,sm,LLH,NA,4,corsto,9,100,1,7,75,3,10,1,10,0,5,NA,NA,
14,sm,LLH,B2,4,spipyr,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LLH,B1,4,spipyr,7,100,1,9,10,3,90,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,24,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,
14,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,
14,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,
14,sm,LHL,NA,24,vibedu,7,100,1,7,30,3,70,NA,NA,11,NA,NA,NA,
14,sm,LHL,NA,39,symalb,1,10,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,39,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,39,vibedu,3,100,5,7,85,3,15,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,39,corsto,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,mp,LHL,NA,19,corsto,7,100,1,3,20,1,80,NA,NA,10,NA,NA,NA,
14,mp,LHL,NA,19,rhoalb,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
14,mp,LHL,8,19,vibedu,3,100,1,3,90,1,10,NA,NA,9,NA,NA,NA,
14,mp,LHL,11,19,vibedu,3,100,1,3,75,1,20,0,5,18,NA,NA,NA,
14,sm,LHL,NA,17,amealn,0,100,,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,17,shecan,0,100,,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
